Key	Dividers	Divider	width ns	ck freq	wd-clk32	buff-clk
div_1290	i-43 j-30	1290	8062.5	124031.0078	3875.968992	60.5620155
div_1292	i-38 j-34	1292	8075	123839.0093	3869.96904	60.46826625
div_1295	i-37 j-35	1295	8093.75	123552.1236	3861.003861	60.32818533
div_1296	i-54 j-24	1296	8100	123456.7901	3858.024691	60.2816358
div_1298	i-59 j-22	1298	8112.5	123266.5639	3852.080123	60.18875193
div_1300	i-52 j-25	1300	8125	123076.9231	3846.153846	60.09615385
div_1302	i-62 j-21	1302	8137.5	122887.8648	3840.245776	60.00384025
div_1305	i-45 j-29	1305	8156.25	122605.364	3831.417625	59.86590038
div_1311	i-57 j-23	1311	8193.75	122044.241	3813.882532	59.59191457
div_1312	i-41 j-32	1312	8200	121951.2195	3810.97561	59.5464939
div_1316	i-47 j-28	1316	8225	121580.5471	3799.392097	59.36550152
div_1320	i-60 j-22	1320	8250	121212.1212	3787.878788	59.18560606
div_1323	i-63 j-21	1323	8268.75	120937.2638	3779.289494	59.05139834
div_1325	i-53 j-25	1325	8281.25	120754.717	3773.584906	58.96226415
div_1326	i-51 j-26	1326	8287.5	120663.6501	3770.739065	58.91779789
div_1330	i-38 j-35	1330	8312.5	120300.7519	3759.398496	58.7406015
div_1332	i-37 j-36	1332	8325	120120.1201	3753.753754	58.6524024
div_1333	i-43 j-31	1333	8331.25	120030.0075	3750.937734	58.6084021
div_1334	i-58 j-23	1334	8337.5	119940.03	3748.125937	58.56446777
div_1342	i-61 j-22	1342	8387.5	119225.0373	3725.782414	58.21535022
div_1344	i-64 j-21	1344	8400	119047.619	3720.238095	58.12872024
div_1350	i-54 j-25	1350	8437.5	118518.5185	3703.703704	57.87037037
div_1352	i-52 j-26	1352	8450	118343.1953	3698.224852	57.78476331
div_1353	i-41 j-33	1353	8456.25	118255.728	3695.4915	57.74205469
div_1357	i-59 j-23	1357	8481.25	117907.1481	3684.598379	57.57184967
div_1360	i-40 j-34	1360	8500	117647.0588	3676.470588	57.44485294
div_1363	i-47 j-29	1363	8518.75	117388.1145	3668.378577	57.31841526
div_1364	i-62 j-22	1364	8525	117302.0528	3665.68915	57.27639296
div_1365	i-39 j-35	1365	8531.25	117216.1172	3663.003663	57.23443223
div_1368	i-57 j-24	1368	8550	116959.0643	3654.97076	57.10891813
div_1369	i-37 j-37	1369	8556.25	116873.6304	3652.30095	57.06720234
div_1372	i-49 j-28	1372	8575	116618.0758	3644.314869	56.94241983
div_1375	i-55 j-25	1375	8593.75	116363.6364	3636.363636	56.81818182
div_1376	i-43 j-32	1376	8600	116279.0698	3633.72093	56.77688953
div_1377	i-51 j-27	1377	8606.25	116194.626	3631.082062	56.73565723
div_1378	i-53 j-26	1378	8612.5	116110.3048	3628.447025	56.69448476
div_1380	i-60 j-23	1380	8625	115942.029	3623.188406	56.61231884
div_1386	i-63 j-22	1386	8662.5	115440.1154	3607.503608	56.36724387
div_1392	i-58 j-24	1392	8700	114942.5287	3591.954023	56.12428161
div_1394	i-41 j-34	1394	8712.5	114777.6184	3586.800574	56.04375897
div_1395	i-45 j-31	1395	8718.75	114695.3405	3584.229391	56.00358423
div_1400	i-56 j-25	1400	8750	114285.7143	3571.428571	55.80357143
div_1403	i-61 j-23	1403	8768.75	114041.34	3563.791875	55.68424804
div_1404	i-54 j-26	1404	8775	113960.114	3561.253561	55.64458689
div_1406	i-38 j-37	1406	8787.5	113798.0085	3556.187767	55.56543385
div_1408	i-64 j-22	1408	8800	113636.3636	3551.136364	55.48650568
div_1410	i-47 j-30	1410	8812.5	113475.1773	3546.099291	55.40780142
div_1416	i-59 j-24	1416	8850	112994.3503	3531.073446	55.1730226
div_1419	i-43 j-33	1419	8868.75	112755.4616	3523.608175	55.05637773
div_1421	i-49 j-29	1421	8881.25	112596.7628	3518.648839	54.97888811
div_1425	i-57 j-25	1425	8906.25	112280.7018	3508.77193	54.8245614
div_1426	i-62 j-23	1426	8912.5	112201.9635	3506.31136	54.78611501
div_1428	i-51 j-28	1428	8925	112044.8179	3501.40056	54.70938375
div_1430	i-55 j-26	1430	8937.5	111888.1119	3496.503497	54.63286713
div_1431	i-53 j-27	1431	8943.75	111809.9231	3494.060098	54.59468903
div_1435	i-41 j-35	1435	8968.75	111498.2578	3484.320557	54.44250871
div_1440	i-60 j-24	1440	9000	111111.1111	3472.222222	54.25347222
div_1443	i-39 j-37	1443	9018.75	110880.1109	3465.003465	54.14067914
div_1444	i-38 j-38	1444	9025	110803.3241	3462.603878	54.1031856
div_1449	i-63 j-23	1449	9056.25	110420.98	3450.655625	53.91649413
div_1450	i-58 j-25	1450	9062.5	110344.8276	3448.275862	53.87931034
div_1452	i-44 j-33	1452	9075	110192.8375	3443.526171	53.80509642
div_1456	i-56 j-26	1456	9100	109890.1099	3434.065934	53.65728022
div_1457	i-47 j-31	1457	9106.25	109814.6877	3431.708991	53.62045299
div_1458	i-54 j-27	1458	9112.5	109739.369	3429.355281	53.58367627
div_1462	i-43 j-34	1462	9137.5	109439.1245	3419.97264	53.4370725
div_1464	i-61 j-24	1464	9150	109289.6175	3415.300546	53.36407104
div_1470	i-49 j-30	1470	9187.5	108843.5374	3401.360544	53.1462585
div_1472	i-64 j-23	1472	9200	108695.6522	3396.73913	53.07404891
div_1475	i-59 j-25	1475	9218.75	108474.5763	3389.830508	52.96610169
div_1476	i-41 j-36	1476	9225	108401.084	3387.533875	52.9302168
div_1479	i-51 j-29	1479	9243.75	108181.2035	3380.66261	52.82285328
div_1480	i-40 j-37	1480	9250	108108.1081	3378.378378	52.78716216
div_1482	i-57 j-26	1482	9262.5	107962.2132	3373.819163	52.71592443
div_1484	i-53 j-28	1484	9275	107816.7116	3369.272237	52.64487871
div_1485	i-55 j-27	1485	9281.25	107744.1077	3367.003367	52.60942761
div_1488	i-62 j-24	1488	9300	107526.8817	3360.215054	52.50336022
div_1496	i-44 j-34	1496	9350	106951.8717	3342.245989	52.22259358
div_1500	i-60 j-25	1500	9375	106666.6667	3333.333333	52.08333333
div_1504	i-47 j-32	1504	9400	106382.9787	3324.468085	51.94481383
div_1505	i-43 j-35	1505	9406.25	106312.2924	3322.259136	51.910299
div_1508	i-58 j-26	1508	9425	106100.7958	3315.649867	51.80702918
div_1512	i-63 j-24	1512	9450	105820.1058	3306.878307	51.66997354
div_1517	i-41 j-37	1517	9481.25	105471.325	3295.978906	51.4996704
div_1518	i-46 j-33	1518	9487.5	105401.8445	3293.807642	51.4657444
div_1519	i-49 j-31	1519	9493.75	105332.4556	3291.639236	51.43186307
div_1520	i-40 j-38	1520	9500	105263.1579	3289.473684	51.39802632
div_1521	i-39 j-39	1521	9506.25	105193.9513	3287.31098	51.36423406
div_1525	i-61 j-25	1525	9531.25	104918.0328	3278.688525	51.2295082
div_1530	i-51 j-30	1530	9562.5	104575.1634	3267.973856	51.0620915
div_1534	i-59 j-26	1534	9587.5	104302.4772	3259.452412	50.92894394
div_1536	i-64 j-24	1536	9600	104166.6667	3255.208333	50.86263021
div_1537	i-53 j-29	1537	9606.25	104098.8939	3253.090436	50.82953806
div_1539	i-57 j-27	1539	9618.75	103963.6127	3248.862898	50.76348278
div_1540	i-55 j-28	1540	9625	103896.1039	3246.753247	50.73051948
div_1548	i-43 j-36	1548	9675	103359.1731	3229.97416	50.46834625
div_1550	i-62 j-25	1550	9687.5	103225.8065	3225.806452	50.40322581
div_1551	i-47 j-33	1551	9693.75	103159.2521	3223.726628	50.37072856
div_1554	i-42 j-37	1554	9712.5	102960.103	3217.503218	50.27348777
div_1558	i-41 j-38	1558	9737.5	102695.7638	3209.242619	50.14441592
div_1560	i-60 j-26	1560	9750	102564.1026	3205.128205	50.08012821
div_1564	i-46 j-34	1564	9775	102301.7903	3196.930946	49.95204604
div_1566	i-58 j-27	1566	9787.5	102171.1367	3192.84802	49.88825032
div_1568	i-56 j-28	1568	9800	102040.8163	3188.77551	49.82461735
div_1575	i-63 j-25	1575	9843.75	101587.3016	3174.603175	49.6031746
div_1581	i-51 j-31	1581	9881.25	101201.771	3162.555345	49.41492726
div_1584	i-48 j-33	1584	9900	101010.101	3156.565657	49.32133838
div_1586	i-61 j-26	1586	9912.5	100882.7238	3152.58512	49.2591425
div_1590	i-53 j-30	1590	9937.5	100628.9308	3144.654088	49.13522013
div_1591	i-43 j-37	1591	9943.75	100565.682	3142.677561	49.1043369
div_1593	i-59 j-27	1593	9956.25	100439.4225	3138.731952	49.04268675
div_1595	i-55 j-29	1595	9968.75	100313.4796	3134.796238	48.98119122
div_1596	i-57 j-28	1596	9975	100250.6266	3132.83208	48.95050125
div_1598	i-47 j-34	1598	9987.5	100125.1564	3128.911139	48.88923655
div_1599	i-41 j-39	1599	9993.75	100062.5391	3126.954346	48.85866166
div_1600	i-64 j-25	1600	10000	100000	3125	48.828125
div_1610	i-46 j-35	1610	10062.5	99378.88199	3105.590062	48.52484472
div_1612	i-62 j-26	1612	10075	99255.58313	3101.736973	48.4646402
div_1617	i-49 j-33	1617	10106.25	98948.67038	3092.145949	48.31478046
div_1620	i-60 j-27	1620	10125	98765.4321	3086.419753	48.22530864
div_1624	i-58 j-28	1624	10150	98522.16749	3078.817734	48.10652709
div_1628	i-44 j-37	1628	10175	98280.09828	3071.253071	47.98832924
div_1632	i-51 j-32	1632	10200	98039.21569	3063.72549	47.87071078
div_1634	i-43 j-38	1634	10212.5	97919.21665	3059.97552	47.8121175
div_1638	i-63 j-26	1638	10237.5	97680.09768	3052.503053	47.6953602
div_1640	i-41 j-40	1640	10250	97560.97561	3048.780488	47.63719512
div_1643	i-53 j-31	1643	10268.75	97382.83628	3043.213634	47.55021302
div_1645	i-47 j-35	1645	10281.25	97264.43769	3039.513678	47.49240122
div_1647	i-61 j-27	1647	10293.75	97146.32665	3035.822708	47.43472981
div_1650	i-55 j-30	1650	10312.5	96969.69697	3030.30303	47.34848485
div_1652	i-59 j-28	1652	10325	96852.30024	3026.634383	47.29116223
div_1653	i-57 j-29	1653	10331.25	96793.70841	3024.803388	47.26255293
div_1656	i-46 j-36	1656	10350	96618.35749	3019.323671	47.17693237
div_1664	i-64 j-26	1664	10400	96153.84615	3004.807692	46.95012019
div_1665	i-45 j-37	1665	10406.25	96096.0961	3003.003003	46.92192192
div_1666	i-49 j-34	1666	10412.5	96038.41537	3001.20048	46.8937575
div_1672	i-44 j-38	1672	10450	95693.7799	2990.430622	46.72547847
div_1674	i-62 j-27	1674	10462.5	95579.45042	2986.857826	46.66965352
div_1677	i-43 j-39	1677	10481.25	95408.4675	2981.514609	46.58616577
div_1680	i-60 j-28	1680	10500	95238.09524	2976.190476	46.50297619
div_1681	i-41 j-41	1681	10506.25	95181.43962	2974.419988	46.47531231
div_1682	i-58 j-29	1682	10512.5	95124.85137	2972.651605	46.44768133
div_1683	i-51 j-33	1683	10518.75	95068.33036	2970.885324	46.42008318
div_1692	i-47 j-36	1692	10575	94562.64775	2955.082742	46.17316785
div_1696	i-53 j-32	1696	10600	94339.62264	2948.113208	46.06426887
div_1700	i-50 j-34	1700	10625	94117.64706	2941.176471	45.95588235
div_1701	i-63 j-27	1701	10631.25	94062.31628	2939.447384	45.92886537
div_1702	i-46 j-37	1702	10637.5	94007.05053	2937.720329	45.90188014
div_1705	i-55 j-31	1705	10656.25	93841.64223	2932.55132	45.82111437
div_1708	i-61 j-28	1708	10675	93676.81499	2927.400468	45.74063232
div_1710	i-57 j-30	1710	10687.5	93567.25146	2923.976608	45.6871345
div_1711	i-59 j-29	1711	10693.75	93512.56575	2922.26768	45.6604325
div_1715	i-49 j-35	1715	10718.75	93294.46064	2915.451895	45.55393586
div_1716	i-52 j-33	1716	10725	93240.09324	2913.752914	45.52738928
div_1720	i-43 j-40	1720	10750	93023.25581	2906.976744	45.42151163
div_1722	i-42 j-41	1722	10762.5	92915.21487	2903.600465	45.36875726
div_1728	i-64 j-27	1728	10800	92592.59259	2893.518519	45.21122685
div_1734	i-51 j-34	1734	10837.5	92272.203	2883.506344	45.05478662
div_1736	i-62 j-28	1736	10850	92165.89862	2880.184332	45.00288018
div_1739	i-47 j-37	1739	10868.75	92006.90052	2875.215641	44.92524439
div_1740	i-60 j-29	1740	10875	91954.02299	2873.563218	44.89942529
div_1748	i-46 j-38	1748	10925	91533.18078	2860.411899	44.69393593
div_1749	i-53 j-33	1749	10931.25	91480.8462	2858.776444	44.66838193
div_1750	i-50 j-35	1750	10937.5	91428.57143	2857.142857	44.64285714
div_1755	i-45 j-39	1755	10968.75	91168.09117	2849.002849	44.51566952
div_1760	i-55 j-32	1760	11000	90909.09091	2840.909091	44.38920455
div_1763	i-43 j-41	1763	11018.75	90754.39592	2836.074872	44.31366988
div_1764	i-63 j-28	1764	11025	90702.94785	2834.46712	44.28854875
div_1767	i-57 j-31	1767	11043.75	90548.95303	2829.654782	44.21335597
div_1768	i-52 j-34	1768	11050	90497.73756	2828.054299	44.18834842
div_1769	i-61 j-29	1769	11056.25	90446.57999	2826.455625	44.16336914
div_1770	i-59 j-30	1770	11062.5	90395.48023	2824.858757	44.13841808
div_1776	i-48 j-37	1776	11100	90090.09009	2815.315315	43.9893018
div_1782	i-54 j-33	1782	11137.5	89786.75645	2805.836139	43.84118967
div_1785	i-51 j-35	1785	11156.25	89635.85434	2801.120448	43.767507
div_1786	i-47 j-38	1786	11162.5	89585.66629	2799.552072	43.74300112
div_1792	i-64 j-28	1792	11200	89285.71429	2790.178571	43.59654018
div_1794	i-46 j-39	1794	11212.5	89186.17614	2787.068004	43.54793757
div_1798	i-62 j-29	1798	11237.5	88987.76418	2780.867631	43.45105673
div_1800	i-60 j-30	1800	11250	88888.88889	2777.777778	43.40277778
div_1802	i-53 j-34	1802	11262.5	88790.23307	2774.694784	43.35460599
div_1804	i-44 j-41	1804	11275	88691.79601	2771.618625	43.30654102
div_1806	i-43 j-42	1806	11287.5	88593.57697	2768.54928	43.2585825
div_1813	i-49 j-37	1813	11331.25	88251.51682	2757.859901	43.09156095
div_1815	i-55 j-33	1815	11343.75	88154.26997	2754.820937	43.04407713
div_1820	i-52 j-35	1820	11375	87912.08791	2747.252747	42.92582418
div_1824	i-57 j-32	1824	11400	87719.29825	2741.22807	42.8316886
div_1827	i-63 j-29	1827	11418.75	87575.25999	2736.726875	42.76135742
div_1829	i-59 j-31	1829	11431.25	87479.49699	2733.734281	42.71459814
div_1830	i-61 j-30	1830	11437.5	87431.69399	2732.240437	42.69125683
div_1833	i-47 j-39	1833	11456.25	87288.59793	2727.768685	42.62138571
div_1836	i-54 j-34	1836	11475	87145.9695	2723.311547	42.55174292
div_1840	i-46 j-40	1840	11500	86956.52174	2717.391304	42.45923913
div_1845	i-45 j-41	1845	11531.25	86720.86721	2710.0271	42.34417344
div_1848	i-56 j-33	1848	11550	86580.08658	2705.627706	42.2754329
div_1849	i-43 j-43	1849	11556.25	86533.26122	2704.164413	42.25256896
div_1850	i-50 j-37	1850	11562.5	86486.48649	2702.702703	42.22972973
div_1855	i-53 j-35	1855	11593.75	86253.36927	2695.41779	42.11590296
div_1856	i-64 j-29	1856	11600	86206.89655	2693.965517	42.09321121
div_1860	i-62 j-30	1860	11625	86021.50538	2688.172043	42.00268817
div_1862	i-49 j-38	1862	11637.5	85929.10849	2685.28464	41.9575725
div_1870	i-55 j-34	1870	11687.5	85561.49733	2673.796791	41.77807487
div_1872	i-52 j-36	1872	11700	85470.08547	2670.940171	41.73344017
div_1880	i-47 j-40	1880	11750	85106.38298	2659.574468	41.55585106
div_1881	i-57 j-33	1881	11756.25	85061.13769	2658.160553	41.53375864
div_1886	i-46 j-41	1886	11787.5	84835.63097	2651.113468	41.42364793
div_1887	i-51 j-37	1887	11793.75	84790.67303	2649.708532	41.40169581
div_1888	i-59 j-32	1888	11800	84745.76271	2648.305085	41.37976695
div_1890	i-63 j-30	1890	11812.5	84656.08466	2645.502646	41.33597884
div_1891	i-61 j-31	1891	11818.75	84611.31676	2644.103649	41.31411951
div_1892	i-44 j-43	1892	11825	84566.59619	2642.706131	41.2922833
div_1900	i-50 j-38	1900	11875	84210.52632	2631.578947	41.11842105
div_1904	i-56 j-34	1904	11900	84033.61345	2626.05042	41.03203782
div_1908	i-53 j-36	1908	11925	83857.44235	2620.545073	40.94601677
div_1911	i-49 j-39	1911	11943.75	83725.79801	2616.431188	40.88173731
div_1914	i-58 j-33	1914	11962.5	83594.56635	2612.330199	40.81765935
div_1920	i-64 j-30	1920	12000	83333.33333	2604.166667	40.69010417
div_1922	i-62 j-31	1922	12012.5	83246.61811	2601.456816	40.64776275
div_1924	i-52 j-37	1924	12025	83160.08316	2598.752599	40.60550936
div_1925	i-55 j-35	1925	12031.25	83116.88312	2597.402597	40.58441558
div_1927	i-47 j-41	1927	12043.75	83030.61754	2594.706798	40.54229372
div_1932	i-46 j-42	1932	12075	82815.73499	2587.991718	40.4373706
div_1935	i-45 j-43	1935	12093.75	82687.3385	2583.979328	40.374677
div_1936	i-44 j-44	1936	12100	82644.6281	2582.644628	40.35382231
div_1938	i-57 j-34	1938	12112.5	82559.33953	2579.97936	40.3121775
div_1944	i-54 j-36	1944	12150	82304.52675	2572.016461	40.1877572
div_1947	i-59 j-33	1947	12168.75	82177.7093	2568.053416	40.12583462
div_1950	i-50 j-39	1950	12187.5	82051.28205	2564.102564	40.06410256
div_1952	i-61 j-32	1952	12200	81967.21311	2561.47541	40.02305328
div_1953	i-63 j-31	1953	12206.25	81925.24322	2560.16385	40.00256016
div_1960	i-56 j-35	1960	12250	81632.65306	2551.020408	39.85969388
div_1961	i-53 j-37	1961	12256.25	81591.02499	2549.719531	39.83936767
div_1968	i-48 j-41	1968	12300	81300.81301	2540.650407	39.6976626
div_1972	i-58 j-34	1972	12325	81135.90264	2535.496957	39.61713996
div_1974	i-47 j-42	1974	12337.5	81053.69807	2532.928065	39.57700101
div_1976	i-52 j-38	1976	12350	80971.65992	2530.364372	39.53694332
div_1978	i-46 j-43	1978	12362.5	80889.78766	2527.805865	39.49696663
div_1980	i-60 j-33	1980	12375	80808.08081	2525.252525	39.45707071
div_1984	i-64 j-31	1984	12400	80645.16129	2520.16129	39.37752016
div_1989	i-51 j-39	1989	12431.25	80442.43338	2513.826043	39.27853193
div_1995	i-57 j-35	1995	12468.75	80200.50125	2506.265664	39.160401
div_1998	i-54 j-37	1998	12487.5	80080.08008	2502.502503	39.1016016
div_2000	i-50 j-40	2000	12500	80000	2500	39.0625
div_2006	i-59 j-34	2006	12537.5	79760.71785	2492.522433	38.94566301
div_2009	i-49 j-41	2009	12556.25	79641.61274	2488.800398	38.88750622
div_2013	i-61 j-33	2013	12581.25	79483.35817	2483.854943	38.81023348
div_2014	i-53 j-38	2014	12587.5	79443.89275	2482.621648	38.79096326
div_2016	i-63 j-32	2016	12600	79365.07937	2480.15873	38.75248016
div_2021	i-47 j-43	2021	12631.25	79168.72835	2474.022761	38.65660564
div_2024	i-46 j-44	2024	12650	79051.3834	2470.355731	38.5993083
div_2025	i-45 j-45	2025	12656.25	79012.34568	2469.135802	38.58024691
div_2028	i-52 j-39	2028	12675	78895.46351	2465.483235	38.52317554
div_2030	i-58 j-35	2030	12687.5	78817.73399	2463.054187	38.48522167
div_2035	i-55 j-37	2035	12718.75	78624.07862	2457.002457	38.39066339
div_2040	i-60 j-34	2040	12750	78431.37255	2450.980392	38.29656863
div_2046	i-62 j-33	2046	12787.5	78201.36852	2443.792766	38.18426197
div_2048	i-64 j-32	2048	12800	78125	2441.40625	38.14697266
div_2050	i-50 j-41	2050	12812.5	78048.78049	2439.02439	38.1097561
div_2052	i-57 j-36	2052	12825	77972.70955	2436.647173	38.07261209
div_2058	i-49 j-42	2058	12862.5	77745.38387	2429.543246	37.96161322
div_2064	i-48 j-43	2064	12900	77519.37984	2422.48062	37.85125969
div_2065	i-59 j-35	2065	12906.25	77481.84019	2421.307506	37.83292978
div_2067	i-53 j-39	2067	12918.75	77406.86986	2418.964683	37.79632317
div_2068	i-47 j-44	2068	12925	77369.43907	2417.794971	37.77804642
div_2070	i-46 j-45	2070	12937.5	77294.68599	2415.458937	37.74154589
div_2072	i-56 j-37	2072	12950	77220.07722	2413.127413	37.70511583
div_2074	i-61 j-34	2074	12962.5	77145.61234	2410.800386	37.66875603
div_2079	i-63 j-33	2079	12993.75	76960.07696	2405.002405	37.57816258
div_2080	i-52 j-40	2080	13000	76923.07692	2403.846154	37.56009615
div_2088	i-58 j-36	2088	13050	76628.35249	2394.636015	37.41618774
div_2090	i-55 j-38	2090	13062.5	76555.02392	2392.344498	37.38038278
div_2091	i-51 j-41	2091	13068.75	76518.41224	2391.200383	37.36250598
div_2100	i-60 j-35	2100	13125	76190.47619	2380.952381	37.20238095
div_2106	i-54 j-39	2106	13162.5	75973.40931	2374.169041	37.09639126
div_2107	i-49 j-43	2107	13168.75	75937.35168	2373.04224	37.078785
div_2108	i-62 j-34	2108	13175	75901.32827	2371.916509	37.06119545
div_2109	i-57 j-37	2109	13181.25	75865.33902	2370.791844	37.04362257
div_2112	i-64 j-33	2112	13200	75757.57576	2367.424242	36.99100379
div_2115	i-47 j-45	2115	13218.75	75650.1182	2364.066194	36.93853428
div_2116	i-46 j-46	2116	13225	75614.36673	2362.94896	36.9210775
div_2120	i-53 j-40	2120	13250	75471.69811	2358.490566	36.85141509
div_2124	i-59 j-36	2124	13275	75329.56685	2354.048964	36.78201507
div_2128	i-56 j-38	2128	13300	75187.96992	2349.62406	36.71287594
div_2132	i-52 j-41	2132	13325	75046.90432	2345.21576	36.64399625
div_2135	i-61 j-35	2135	13343.75	74941.45199	2341.920375	36.59250585
div_2142	i-63 j-34	2142	13387.5	74696.54528	2334.26704	36.4729225
div_2145	i-55 j-39	2145	13406.25	74592.07459	2331.002331	36.42191142
div_2146	i-58 j-37	2146	13412.5	74557.31594	2329.916123	36.40493942
div_2150	i-50 j-43	2150	13437.5	74418.60465	2325.581395	36.3372093
div_2156	i-49 j-44	2156	13475	74211.50278	2319.109462	36.23608534
div_2160	i-60 j-36	2160	13500	74074.07407	2314.814815	36.16898148
div_2162	i-47 j-46	2162	13512.5	74005.55042	2312.673451	36.13552266
div_2166	i-57 j-38	2166	13537.5	73868.88273	2308.402585	36.0687904
div_2170	i-62 j-35	2170	13562.5	73732.71889	2304.147465	36.00230415
div_2173	i-53 j-41	2173	13581.25	73630.92499	2300.966406	35.95260009
div_2176	i-64 j-34	2176	13600	73529.41176	2297.794118	35.90303309
div_2183	i-59 j-37	2183	13643.75	73293.63262	2290.426019	35.78790655
div_2184	i-56 j-39	2184	13650	73260.07326	2289.377289	35.77152015
div_2193	i-51 j-43	2193	13706.25	72959.41632	2279.98176	35.624715
div_2196	i-61 j-36	2196	13725	72859.74499	2276.867031	35.57604736
div_2200	i-55 j-40	2200	13750	72727.27273	2272.727273	35.51136364
div_2204	i-58 j-38	2204	13775	72595.28131	2268.602541	35.4469147
div_2205	i-63 j-35	2205	13781.25	72562.35828	2267.573696	35.430839
div_2208	i-48 j-46	2208	13800	72463.76812	2264.492754	35.38269928
div_2209	i-47 j-47	2209	13806.25	72430.96424	2263.467632	35.36668176
div_2214	i-54 j-41	2214	13837.5	72267.38934	2258.355917	35.2868112
div_2220	i-60 j-37	2220	13875	72072.07207	2252.252252	35.19144144
div_2223	i-57 j-39	2223	13893.75	71974.80882	2249.212776	35.14394962
div_2226	i-53 j-42	2226	13912.5	71877.80773	2246.181491	35.0965858
div_2232	i-62 j-36	2232	13950	71684.58781	2240.143369	35.00224014
div_2236	i-52 j-43	2236	13975	71556.35063	2236.135957	34.93962433
div_2240	i-64 j-35	2240	14000	71428.57143	2232.142857	34.87723214
div_2242	i-59 j-38	2242	14012.5	71364.85281	2230.15165	34.84611954
div_2244	i-51 j-44	2244	14025	71301.24777	2228.163993	34.81506239
div_2250	i-50 j-45	2250	14062.5	71111.11111	2222.222222	34.72222222
div_2254	i-49 j-46	2254	14087.5	70984.91571	2218.278616	34.66060337
div_2255	i-55 j-41	2255	14093.75	70953.43681	2217.2949	34.64523282
div_2256	i-48 j-47	2256	14100	70921.98582	2216.312057	34.62987589
div_2257	i-61 j-37	2257	14106.25	70890.56269	2215.330084	34.61453257
div_2262	i-58 j-39	2262	14137.5	70733.86384	2210.433245	34.53801945
div_2268	i-63 j-36	2268	14175	70546.73721	2204.585538	34.44664903
div_2279	i-53 j-43	2279	14243.75	70206.2308	2193.944713	34.28038613
div_2280	i-60 j-38	2280	14250	70175.4386	2192.982456	34.26535088
div_2288	i-52 j-44	2288	14300	69930.06993	2185.314685	34.14554196
div_2294	i-62 j-37	2294	14337.5	69747.16652	2179.598954	34.05623365
div_2295	i-51 j-45	2295	14343.75	69716.7756	2178.649237	34.04139434
div_2296	i-56 j-41	2296	14350	69686.41115	2177.700348	34.02656794
div_2300	i-50 j-46	2300	14375	69565.21739	2173.913043	33.9673913
div_2301	i-59 j-39	2301	14381.25	69534.98479	2172.968275	33.95262929
div_2303	i-49 j-47	2303	14393.75	69474.59835	2171.081198	33.92314373
div_2304	i-64 j-36	2304	14400	69444.44444	2170.138889	33.90842014
div_2310	i-55 j-42	2310	14437.5	69264.06926	2164.502165	33.82034632
div_2318	i-61 j-38	2318	14487.5	69025.02157	2157.031924	33.70362381
div_2320	i-58 j-40	2320	14500	68965.51724	2155.172414	33.67456897
div_2322	i-54 j-43	2322	14512.5	68906.11542	2153.316107	33.64556417
div_2331	i-63 j-37	2331	14568.75	68640.06864	2145.002145	33.51565852
div_2332	i-53 j-44	2332	14575	68610.63465	2144.082333	33.50128645
div_2337	i-57 j-41	2337	14606.25	68463.84253	2139.495079	33.42961061
div_2340	i-60 j-39	2340	14625	68376.06838	2136.752137	33.38675214
div_2346	i-51 j-46	2346	14662.5	68201.19352	2131.287298	33.30136402
div_2350	i-50 j-47	2350	14687.5	68085.10638	2127.659574	33.24468085
div_2352	i-56 j-42	2352	14700	68027.21088	2125.85034	33.21641156
div_2356	i-62 j-38	2356	14725	67911.71477	2122.241087	33.16001698
div_2360	i-59 j-40	2360	14750	67796.61017	2118.644068	33.10381356
div_2365	i-55 j-43	2365	14781.25	67653.27696	2114.164905	33.03382664
div_2368	i-64 j-37	2368	14800	67567.56757	2111.486486	32.99197635
div_2376	i-54 j-44	2376	14850	67340.06734	2104.377104	32.88089226
div_2378	i-58 j-41	2378	14862.5	67283.43146	2102.607233	32.85323802
div_2379	i-61 j-39	2379	14868.75	67255.14922	2101.723413	32.83942833
div_2385	i-53 j-45	2385	14906.25	67085.95388	2096.436059	32.75681342
div_2392	i-52 j-46	2392	14950	66889.63211	2090.301003	32.66095318
div_2394	i-63 j-38	2394	14962.5	66833.75104	2088.55472	32.6336675
div_2397	i-51 j-47	2397	14981.25	66750.1043	2085.940759	32.59282436
div_2400	i-60 j-40	2400	15000	66666.66667	2083.333333	32.55208333
div_2401	i-49 j-49	2401	15006.25	66638.90046	2082.465639	32.53852561
div_2408	i-56 j-43	2408	15050	66445.18272	2076.41196	32.44393688
div_2418	i-62 j-39	2418	15112.5	66170.38875	2067.824648	32.30976013
div_2419	i-59 j-41	2419	15118.75	66143.03431	2066.969822	32.29640347
div_2420	i-55 j-44	2420	15125	66115.70248	2066.115702	32.28305785
div_2430	i-54 j-45	2430	15187.5	65843.6214	2057.613169	32.15020576
div_2432	i-64 j-38	2432	15200	65789.47368	2055.921053	32.12376645
div_2436	i-58 j-42	2436	15225	65681.44499	2052.545156	32.07101806
div_2438	i-53 j-46	2438	15237.5	65627.56358	2050.861362	32.04470878
div_2440	i-61 j-40	2440	15250	65573.77049	2049.180328	32.01844262
div_2444	i-52 j-47	2444	15275	65466.44845	2045.826514	31.96603928
div_2448	i-51 j-48	2448	15300	65359.47712	2042.48366	31.91380719
div_2450	i-50 j-49	2450	15312.5	65306.12245	2040.816327	31.8877551
