Key	Dividers	Divider	width ns	ck freq	wd-clk32	buff-clk
div_2451	i-57 j-43	2451	15318.75	65279.47776	2039.98368	31.874745
div_2457	i-63 j-39	2457	15356.25	65120.06512	2035.002035	31.7969068
div_2460	i-60 j-41	2460	15375	65040.65041	2032.520325	31.75813008
div_2464	i-56 j-44	2464	15400	64935.06494	2029.220779	31.70657468
div_2475	i-55 j-45	2475	15468.75	64646.46465	2020.20202	31.56565657
div_2478	i-59 j-42	2478	15487.5	64568.20016	2017.756255	31.52744149
div_2480	i-62 j-40	2480	15500	64516.12903	2016.129032	31.50201613
div_2484	i-54 j-46	2484	15525	64412.23833	2012.882448	31.45128824
div_2491	i-53 j-47	2491	15568.75	64231.23244	2007.226014	31.36290646
div_2494	i-58 j-43	2494	15587.5	64153.96953	2004.811548	31.32518043
div_2496	i-64 j-39	2496	15600	64102.5641	2003.205128	31.30008013
div_2499	i-51 j-49	2499	15618.75	64025.61024	2000.80032	31.262505
div_2500	i-50 j-50	2500	15625	64000	2000	31.25
div_2501	i-61 j-41	2501	15631.25	63974.41024	1999.20032	31.237505
div_2508	i-57 j-44	2508	15675	63795.85327	1993.620415	31.15031898
div_2520	i-63 j-40	2520	15750	63492.06349	1984.126984	31.00198413
div_2530	i-55 j-46	2530	15812.5	63241.10672	1976.284585	30.87944664
div_2537	i-59 j-43	2537	15856.25	63066.61411	1970.831691	30.79424517
div_2538	i-54 j-47	2538	15862.5	63041.76517	1970.055162	30.7821119
div_2542	i-62 j-41	2542	15887.5	62942.56491	1966.955153	30.73367427
div_2544	i-53 j-48	2544	15900	62893.08176	1965.408805	30.70951258
div_2548	i-52 j-49	2548	15925	62794.34851	1962.323391	30.66130298
div_2550	i-51 j-50	2550	15937.5	62745.09804	1960.784314	30.6372549
div_2552	i-58 j-44	2552	15950	62695.92476	1959.247649	30.61324451
div_2560	i-64 j-40	2560	16000	62500	1953.125	30.51757813
div_2562	i-61 j-42	2562	16012.5	62451.20999	1951.600312	30.49375488
div_2565	i-57 j-45	2565	16031.25	62378.16764	1949.317739	30.45808967
div_2576	i-56 j-46	2576	16100	62111.80124	1940.993789	30.32802795
div_2580	i-60 j-43	2580	16125	62015.50388	1937.984496	30.28100775
div_2583	i-63 j-41	2583	16143.75	61943.47658	1935.733643	30.24583817
div_2585	i-55 j-47	2585	16156.25	61895.55126	1934.235977	30.22243714
div_2592	i-54 j-48	2592	16200	61728.39506	1929.012346	30.1408179
div_2596	i-59 j-44	2596	16225	61633.28197	1926.040062	30.09437596
div_2597	i-53 j-49	2597	16231.25	61609.54948	1925.298421	30.08278783
div_2600	i-52 j-50	2600	16250	61538.46154	1923.076923	30.04807692
div_2601	i-51 j-51	2601	16256.25	61514.802	1922.337562	30.03652441
div_2604	i-62 j-42	2604	16275	61443.93241	1920.122888	30.00192012
div_2610	i-58 j-45	2610	16312.5	61302.68199	1915.708812	29.93295019
div_2622	i-57 j-46	2622	16387.5	61022.12052	1906.941266	29.79595728
div_2623	i-61 j-43	2623	16393.75	60998.85627	1906.214258	29.78459779
div_2624	i-64 j-41	2624	16400	60975.60976	1905.487805	29.77324695
div_2632	i-56 j-47	2632	16450	60790.27356	1899.696049	29.68275076
div_2640	i-60 j-44	2640	16500	60606.06061	1893.939394	29.59280303
div_2646	i-63 j-42	2646	16537.5	60468.6319	1889.644747	29.52569917
div_2650	i-53 j-50	2650	16562.5	60377.35849	1886.792453	29.48113208
div_2652	i-52 j-51	2652	16575	60331.82504	1885.369532	29.45889894
div_2655	i-59 j-45	2655	16593.75	60263.65348	1883.239171	29.42561205
div_2666	i-62 j-43	2666	16662.5	60015.00375	1875.468867	29.30420105
div_2668	i-58 j-46	2668	16675	59970.01499	1874.062969	29.28223388
div_2679	i-57 j-47	2679	16743.75	59723.77753	1866.368048	29.16200075
div_2684	i-61 j-44	2684	16775	59612.51863	1862.891207	29.10767511
div_2688	i-64 j-42	2688	16800	59523.80952	1860.119048	29.06436012
div_2695	i-55 j-49	2695	16843.75	59369.20223	1855.28757	28.98886827
div_2700	i-60 j-45	2700	16875	59259.25926	1851.851852	28.93518519
div_2703	i-53 j-51	2703	16893.75	59193.48872	1849.796522	28.90307066
div_2704	i-52 j-52	2704	16900	59171.59763	1849.112426	28.89238166
div_2709	i-63 j-43	2709	16931.25	59062.38464	1845.69952	28.839055
div_2714	i-59 j-46	2714	16962.5	58953.57406	1842.299189	28.78592483
div_2726	i-58 j-47	2726	17037.5	58694.05723	1834.189288	28.65920763
div_2728	i-62 j-44	2728	17050	58651.02639	1832.844575	28.63819648
div_2736	i-57 j-48	2736	17100	58479.53216	1827.48538	28.55445906
div_2744	i-56 j-49	2744	17150	58309.0379	1822.157434	28.47120991
div_2745	i-61 j-45	2745	17156.25	58287.79599	1821.493625	28.46083789
div_2750	i-55 j-50	2750	17187.5	58181.81818	1818.181818	28.40909091
div_2752	i-64 j-43	2752	17200	58139.53488	1816.860465	28.38844477
div_2754	i-54 j-51	2754	17212.5	58097.313	1815.541031	28.36782861
div_2756	i-53 j-52	2756	17225	58055.15239	1814.223512	28.34724238
div_2760	i-60 j-46	2760	17250	57971.01449	1811.594203	28.30615942
div_2772	i-63 j-44	2772	17325	57720.05772	1803.751804	28.18362193
div_2773	i-59 j-47	2773	17331.25	57699.2427	1803.101334	28.17345835
div_2784	i-58 j-48	2784	17400	57471.26437	1795.977011	28.0621408
div_2790	i-62 j-45	2790	17437.5	57347.67025	1792.114695	28.00179211
div_2793	i-57 j-49	2793	17456.25	57286.07232	1790.18976	27.971715
div_2800	i-56 j-50	2800	17500	57142.85714	1785.714286	27.90178571
div_2805	i-55 j-51	2805	17531.25	57040.99822	1782.531194	27.85204991
div_2806	i-61 j-46	2806	17537.5	57020.66999	1781.895937	27.84212402
div_2808	i-54 j-52	2808	17550	56980.05698	1780.626781	27.82229345
div_2809	i-53 j-53	2809	17556.25	56959.77216	1779.99288	27.81238875
div_2816	i-64 j-44	2816	17600	56818.18182	1775.568182	27.74325284
div_2820	i-60 j-47	2820	17625	56737.58865	1773.049645	27.70390071
div_2832	i-59 j-48	2832	17700	56497.17514	1765.536723	27.5865113
div_2835	i-63 j-45	2835	17718.75	56437.38977	1763.66843	27.55731922
div_2842	i-58 j-49	2842	17762.5	56298.38142	1759.324419	27.48944405
div_2850	i-57 j-50	2850	17812.5	56140.35088	1754.385965	27.4122807
div_2852	i-62 j-46	2852	17825	56100.98177	1753.15568	27.3930575
div_2856	i-56 j-51	2856	17850	56022.40896	1750.70028	27.35469188
div_2860	i-55 j-52	2860	17875	55944.05594	1748.251748	27.31643357
div_2862	i-54 j-53	2862	17887.5	55904.96157	1747.030049	27.29734451
div_2867	i-61 j-47	2867	17918.75	55807.46425	1743.983258	27.2497384
div_2880	i-64 j-45	2880	18000	55555.55556	1736.111111	27.12673611
div_2891	i-59 j-49	2891	18068.75	55344.17157	1729.505361	27.02352127
div_2898	i-63 j-46	2898	18112.5	55210.48999	1725.327812	26.95824707
div_2900	i-58 j-50	2900	18125	55172.41379	1724.137931	26.93965517
div_2907	i-57 j-51	2907	18168.75	55039.55968	1719.98624	26.874785
div_2912	i-56 j-52	2912	18200	54945.05495	1717.032967	26.82864011
div_2914	i-62 j-47	2914	18212.5	54907.34386	1715.854496	26.81022649
div_2915	i-55 j-53	2915	18218.75	54888.50772	1715.265866	26.80102916
div_2916	i-54 j-54	2916	18225	54869.6845	1714.677641	26.79183813
div_2928	i-61 j-48	2928	18300	54644.80874	1707.650273	26.68203552
div_2940	i-60 j-49	2940	18375	54421.76871	1700.680272	26.57312925
div_2944	i-64 j-46	2944	18400	54347.82609	1698.369565	26.53702446
div_2950	i-59 j-50	2950	18437.5	54237.28814	1694.915254	26.48305085
div_2958	i-58 j-51	2958	18487.5	54090.60176	1690.331305	26.41142664
div_2961	i-63 j-47	2961	18506.25	54035.79872	1688.61871	26.38466734
div_2964	i-57 j-52	2964	18525	53981.10661	1686.909582	26.35796221
div_2968	i-56 j-53	2968	18550	53908.3558	1684.636119	26.32243935
div_2970	i-55 j-54	2970	18562.5	53872.05387	1683.501684	26.3047138
div_2976	i-62 j-48	2976	18600	53763.44086	1680.107527	26.25168011
div_2989	i-61 j-49	2989	18681.25	53529.60856	1672.800268	26.13750418
div_3000	i-60 j-50	3000	18750	53333.33333	1666.666667	26.04166667
div_3008	i-64 j-47	3008	18800	53191.48936	1662.234043	25.97240691
div_3009	i-59 j-51	3009	18806.25	53173.8119	1661.681622	25.96377534
div_3016	i-58 j-52	3016	18850	53050.39788	1657.824934	25.90351459
div_3021	i-57 j-53	3021	18881.25	52962.59517	1655.081099	25.86064217
div_3024	i-63 j-48	3024	18900	52910.05291	1653.439153	25.83498677
div_3025	i-55 j-55	3025	18906.25	52892.56198	1652.892562	25.82644628
div_3038	i-62 j-49	3038	18987.5	52666.22778	1645.819618	25.71593153
div_3050	i-61 j-50	3050	19062.5	52459.01639	1639.344262	25.6147541
div_3060	i-60 j-51	3060	19125	52287.5817	1633.986928	25.53104575
div_3068	i-59 j-52	3068	19175	52151.23859	1629.726206	25.46447197
div_3072	i-64 j-48	3072	19200	52083.33333	1627.604167	25.4313151
div_3074	i-58 j-53	3074	19212.5	52049.44697	1626.545218	25.41476903
div_3078	i-57 j-54	3078	19237.5	51981.80637	1624.431449	25.38174139
div_3080	i-56 j-55	3080	19250	51948.05195	1623.376623	25.36525974
div_3087	i-63 j-49	3087	19293.75	51830.25591	1619.695497	25.30774214
div_3100	i-62 j-50	3100	19375	51612.90323	1612.903226	25.2016129
div_3111	i-61 j-51	3111	19443.75	51430.40823	1607.200257	25.11250402
div_3120	i-60 j-52	3120	19500	51282.05128	1602.564103	25.0400641
div_3127	i-59 j-53	3127	19543.75	51167.25296	1598.976655	24.98401023
div_3132	i-58 j-54	3132	19575	51085.56833	1596.42401	24.94412516
div_3135	i-57 j-55	3135	19593.75	51036.68262	1594.896332	24.92025518
div_3136	i-64 j-49	3136	19600	51020.40816	1594.387755	24.91230867
div_3150	i-63 j-50	3150	19687.5	50793.65079	1587.301587	24.8015873
div_3162	i-62 j-51	3162	19762.5	50600.88552	1581.277672	24.70746363
div_3172	i-61 j-52	3172	19825	50441.36192	1576.29256	24.62957125
div_3180	i-60 j-53	3180	19875	50314.46541	1572.327044	24.56761006
div_3186	i-59 j-54	3186	19912.5	50219.71124	1569.365976	24.52134338
div_3190	i-58 j-55	3190	19937.5	50156.73981	1567.398119	24.49059561
div_3192	i-57 j-56	3192	19950	50125.31328	1566.41604	24.47525063
div_3200	i-64 j-50	3200	20000	50000	1562.5	24.4140625
div_3213	i-63 j-51	3213	20081.25	49797.69686	1556.178027	24.31528167
div_3224	i-62 j-52	3224	20150	49627.79156	1550.868486	24.2323201
div_3233	i-61 j-53	3233	20206.25	49489.63811	1546.551191	24.16486236
div_3240	i-60 j-54	3240	20250	49382.71605	1543.209877	24.11265432
div_3245	i-59 j-55	3245	20281.25	49306.62558	1540.832049	24.07550077
div_3248	i-58 j-56	3248	20300	49261.08374	1539.408867	24.05326355
div_3249	i-57 j-57	3249	20306.25	49245.92182	1538.935057	24.04586026
div_3264	i-64 j-51	3264	20400	49019.60784	1531.862745	23.93535539
div_3276	i-63 j-52	3276	20475	48840.04884	1526.251526	23.8476801
div_3286	i-62 j-53	3286	20537.5	48691.41814	1521.606817	23.77510651
div_3294	i-61 j-54	3294	20587.5	48573.16333	1517.911354	23.71736491
div_3300	i-60 j-55	3300	20625	48484.84848	1515.151515	23.67424242
div_3304	i-59 j-56	3304	20650	48426.15012	1513.317191	23.64558111
div_3306	i-58 j-57	3306	20662.5	48396.8542	1512.401694	23.63127647
div_3328	i-64 j-52	3328	20800	48076.92308	1502.403846	23.4750601
div_3339	i-63 j-53	3339	20868.75	47918.53848	1497.454328	23.39772387
div_3348	i-62 j-54	3348	20925	47789.72521	1493.428913	23.33482676
div_3355	i-61 j-55	3355	20968.75	47690.0149	1490.312966	23.28614009
div_3360	i-60 j-56	3360	21000	47619.04762	1488.095238	23.2514881
div_3363	i-59 j-57	3363	21018.75	47576.56854	1486.767767	23.23074636
div_3364	i-58 j-58	3364	21025	47562.42568	1486.325803	23.22384067
div_3392	i-64 j-53	3392	21200	47169.81132	1474.056604	23.03213443
div_3402	i-63 j-54	3402	21262.5	47031.15814	1469.723692	22.96443269
div_3410	i-62 j-55	3410	21312.5	46920.82111	1466.27566	22.91055718
div_3416	i-61 j-56	3416	21350	46838.40749	1463.700234	22.87031616
div_3420	i-60 j-57	3420	21375	46783.62573	1461.988304	22.84356725
div_3422	i-59 j-58	3422	21387.5	46756.28288	1461.13384	22.83021625
div_3456	i-64 j-54	3456	21600	46296.2963	1446.759259	22.60561343
div_3465	i-63 j-55	3465	21656.25	46176.04618	1443.001443	22.54689755
div_3472	i-62 j-56	3472	21700	46082.94931	1440.092166	22.50144009
div_3477	i-61 j-57	3477	21731.25	46016.68105	1438.021283	22.46908254
div_3480	i-60 j-58	3480	21750	45977.01149	1436.781609	22.44971264
div_3481	i-59 j-59	3481	21756.25	45963.8035	1436.36886	22.44326343
div_3520	i-64 j-55	3520	22000	45454.54545	1420.454545	22.19460227
div_3528	i-63 j-56	3528	22050	45351.47392	1417.23356	22.14427438
div_3534	i-62 j-57	3534	22087.5	45274.47651	1414.827391	22.10667799
div_3538	i-61 j-58	3538	22112.5	45223.28999	1413.227812	22.08168457
div_3540	i-60 j-59	3540	22125	45197.74011	1412.429379	22.06920904
div_3584	i-64 j-56	3584	22400	44642.85714	1395.089286	21.79827009
div_3591	i-63 j-57	3591	22443.75	44555.83403	1392.369813	21.75577833
div_3596	i-62 j-58	3596	22475	44493.88209	1390.433815	21.72552836
div_3599	i-61 j-59	3599	22493.75	44456.79355	1389.274799	21.70741873
div_3600	i-60 j-60	3600	22500	44444.44444	1388.888889	21.70138889
div_3648	i-64 j-57	3648	22800	43859.64912	1370.614035	21.4158443
div_3654	i-63 j-58	3654	22837.5	43787.62999	1368.363437	21.38067871
div_3658	i-62 j-59	3658	22862.5	43739.7485	1366.867141	21.35729907
div_3660	i-61 j-60	3660	22875	43715.84699	1366.120219	21.34562842
div_3712	i-64 j-58	3712	23200	43103.44828	1346.982759	21.0466056
div_3717	i-63 j-59	3717	23231.25	43045.46677	1345.170837	21.01829432
div_3720	i-62 j-60	3720	23250	43010.75269	1344.086022	21.00134409
div_3721	i-61 j-61	3721	23256.25	42999.19377	1343.724805	20.99570008
div_3776	i-64 j-59	3776	23600	42372.88136	1324.152542	20.68988347
div_3780	i-63 j-60	3780	23625	42328.04233	1322.751323	20.66798942
div_3782	i-62 j-61	3782	23637.5	42305.65838	1322.051824	20.65705976
div_3840	i-64 j-60	3840	24000	41666.66667	1302.083333	20.34505208
div_3843	i-63 j-61	3843	24018.75	41634.13999	1301.066875	20.32916992
div_3844	i-62 j-62	3844	24025	41623.30905	1300.728408	20.32388137
div_3904	i-64 j-61	3904	24400	40983.60656	1280.737705	20.01152664
div_3906	i-63 j-62	3906	24412.5	40962.62161	1280.081925	20.00128008
div_3968	i-64 j-62	3968	24800	40322.58065	1260.080645	19.68876008
div_3969	i-63 j-63	3969	24806.25	40312.42126	1259.763165	19.68379945
div_4032	i-64 j-63	4032	25200	39682.53968	1240.079365	19.37624008
div_4096	i-64 j-64	4096	25600	39062.5	1220.703125	19.07348633
